"Sample","Sex","ID","MortYear","GMU","Location","Region"
"CluIDFG21G_1064","M","C081661",2020,"49","49","magic_valley"
"CluIDFG21G_1065","Male","C113052",2021,"1","1","panhandle"
"CluIDFG21G_1066","Male","C119754",2021,"31","31","southwest"
"CluIDFG21G_1067","Male","C126819",2020,"1","1","panhandle"
"CluIDFG21G_1068","Male","C127876",2020,"28","28","salmon"
"CluIDFG21G_1069","Female","C130943",2020,"12","12","clearwater"
"CluIDFG21G_1070","Female","C134032",2020,"65","65","upper_snake"
"CluIDFG21G_1071","Female","C135276",2020,"1","1","panhandle"
"CluIDFG21G_1072","Male","C081662",2020,"50","50","upper_snake"
"CluIDFG21G_1073","Female","C115122",2021,"1","1","panhandle"
"CluIDFG21G_1074","Male","C120812",2020,"44","44","magic_valley"
"CluIDFG21G_1075","Female","C126820",2020,"1","1","panhandle"
"CluIDFG21G_1076","M","C127927",2020,"21","21","salmon"
"CluIDFG21G_1077","Female","C130944",2020,"12","12","clearwater"
"CluIDFG21G_1078","Female","C134069",2020,"62","62","upper_snake"
"CluIDFG21G_1079","Male","C135277",2020,"1","1","panhandle"
"CluIDFG21G_1080","Female","C086441",2020,"15","15","clearwater"
"CluIDFG21G_1081","Female","C115678",2020,"8A","8A",NA
"CluIDFG21G_1082","Female","C121809",2020,"20A","20A",NA
"CluIDFG21G_1083","Male","C126821",2020,"1","1","panhandle"
"CluIDFG21G_1084","Female","C127992",2020,"20","20","clearwater"
"CluIDFG21G_1085","Female","C130945",2020,"12","12","clearwater"
"CluIDFG21G_1086","Female","C134070",2020,"62","62","upper_snake"
"CluIDFG21G_1087","Female","C135278",2020,"1","1","panhandle"
"CluIDFG21G_1088","Male","C086442",2021,"15","15","clearwater"
"CluIDFG21G_1089","Male","C115679",2020,"8A","8A",NA
"CluIDFG21G_1090","Female","C122193",2021,"48","48","magic_valley"
"CluIDFG21G_1091","Male","C126822",2020,"1","1","panhandle"
"CluIDFG21G_1092","M","C130060",2020,"45","45","magic_valley"
"CluIDFG21G_1093","Male","C130946",2020,"12","12","clearwater"
"CluIDFG21G_1094","Male","C134115",2021,"61","61","upper_snake"
"CluIDFG21G_1095","Male","C135303",2020,"1","1","panhandle"
"CluIDFG21G_1096","Male","C086443",2021,"15","15","clearwater"
"CluIDFG21G_1097","Male","C115680",2020,"8A","8A",NA
"CluIDFG21G_1098","Male","C123145",2020,"28","28","salmon"
"CluIDFG21G_1099","Female","C126824",2020,"1","1","panhandle"
"CluIDFG21G_1100","Male","C130189",2020,"27","27","salmon"
"CluIDFG21G_1101","Male","C130947",2021,"16","16","clearwater"
"CluIDFG21G_1102","Female","C134158",2020,"50","50","upper_snake"
"CluIDFG21G_1103","Male","C135306",2020,"1","1","panhandle"
"CluIDFG21G_1104","F","C103991",2020,"61","61","upper_snake"
"CluIDFG21G_1105","Male","C115681",2020,"8A","8A",NA
"CluIDFG21G_1106","Male","C123146",2021,"36A","36A",NA
"CluIDFG21G_1107","Female","C126825",2021,"1","1","panhandle"
"CluIDFG21G_1108","Female","C130508",2021,"50","50","upper_snake"
"CluIDFG21G_1109","Male","C130949",2021,"16","16","clearwater"
"CluIDFG21G_1110","Female","C134213",2020,"62","62","upper_snake"
"CluIDFG21G_1111","Female","C135307",2020,"1","1","panhandle"
"CluIDFG21G_1112","Male","C106235",2020,"29","29","salmon"
"CluIDFG21G_1113","Male","C115682",2020,"8A","8A",NA
"CluIDFG21G_1114","M","C123445",2020,"48","48","magic_valley"
"CluIDFG21G_1115","Male","C127161",2021,"26","26","southwest"
"CluIDFG21G_1116","Female","C130509",2021,"48","48","magic_valley"
"CluIDFG21G_1117","Female","C131796",2020,"16","16","clearwater"
"CluIDFG21G_1118","Male","C134236",2020,"28","28","salmon"
"CluIDFG21G_1119","Female","C135308",2020,"1","1","panhandle"
"CluIDFG21G_1120","Male","C107390",2020,"25","25","southwest"
"CluIDFG21G_1121","Female","C115683",2020,"10A","10A",NA
"CluIDFG21G_1122","Male","C124631",2020,"4","4","panhandle"
"CluIDFG21G_1123","Male","C127189",2021,"36","36","salmon"
"CluIDFG21G_1124","Male","C130535",2020,"62A","62A",NA
"CluIDFG21G_1125","Male","C131797",2020,"11A","11A",NA
"CluIDFG21G_1126","Female","C134359",2020,"58","58","upper_snake"
"CluIDFG21G_1127","Female","C107395",2020,"25","25","southwest"
"CluIDFG21G_1128","Male","C115684",2020,"8A","8A",NA
"CluIDFG21G_1129","Male","C125010",2021,"36","36","salmon"
"CluIDFG21G_1130","Female","C127190",2021,"28","28","salmon"
"CluIDFG21G_1131","Male","C130546",2020,"44","44","magic_valley"
"CluIDFG21G_1132","Male","C131798",2020,"15","15","clearwater"
"CluIDFG21G_1133","Female","C134366",2020,"62","62","upper_snake"
"CluIDFG21G_1047","M","C134615",2020,"36B","36B",NA
"CluIDFG21G_1072","Male","C081662",2020,"50","50","upper_snake"
"CluIDFG21G_1073","Female","C115122",2021,"1","1","panhandle"
"CluIDFG21G_1100","Male","C130189",2020,"27","27","salmon"
"CluIDFG21G_1109","Male","C130949",2021,"16","16","clearwater"
"CluIDFG21G_1113","Male","C115682",2020,"8A","8A",NA
"CluIDFG21G_1148","M","C142086",2020,"10A","10A",NA
"CluIDFG21G_1165","Unknown","C142985",2020,"4","4","panhandle"
"CluIDFG21G_1226","Male","C141677",2020,"14","14","clearwater"
"CluIDFG21G_1234","Male","C145824",2020,"20A","20A",NA
"CluIDFG21G_1296","Male","C145423",2020,"20A","20A",NA
"CluIDFG21G_1334","Male","C147099",2020,"6","6","panhandle"
"CluIDFG21G_1348","Female","C147029",2020,"4","4","panhandle"
"CluIDFG21G_1349","Female","C147046",2020,"10","10","clearwater"
"CluIDFG21G_1350","Female","C147295",2020,"4","4","panhandle"
"CluIDFG21G_1351","Male","C147554",2020,"12","12","clearwater"
"CluIDFG21G_1355","Female","C146956",2020,"6","6","panhandle"
"CluIDFG21G_1356","Male","C147031",2020,"4","4","panhandle"
"CluIDFG21G_1359","Male","C147559",2020,"20","20","clearwater"
"CluIDFG21G_1408","Male","C149794",2021,"7","7","panhandle"
"CluIDFG21G_1418","M","C111030",2017,"15","15","clearwater"
"CluIDFG21G_1432","F","C103935",2017,"62","62","upper_snake"
"CluIDFG21G_1441","F","C123373",2017,"28","28","salmon"
"CluIDFG21G_1449","M","C106411",2017,"15","15","clearwater"
"CluIDFG21G_1469","F","C117872",2017,"37","37","salmon"
"CluIDFG21G_1478","M","C115045",2017,"4","4","panhandle"
"CluIDFG21G_1493","F","C113750",2017,"1","1","panhandle"
"CluIDFG21G_1506","M","C126726",2017,"6","6","panhandle"
"CluIDFG21G_1509","F","C106445",2017,"24","24","southwest"
"CluIDFG21G_1511","F","C111032",2017,"20A","20A",NA
"CluIDFG21G_1512","F","C111031",2017,"24","24","southwest"
"CluIDFG21G_1513","M","C132561",2017,"27","27","salmon"
"CluIDFG21G_1524","M","C132485",2017,"6","6","panhandle"
"CluIDFG21G_1527","M","C113902",2018,"1","1","panhandle"
"CluIDFG21G_1533","M","C132500",2017,"6","6","panhandle"
"CluIDFG21G_1534","F","C133733",2017,"4","4","panhandle"
"CluIDFG21G_1536","M","C124600",2017,"10","10","clearwater"
"CluIDFG21G_1541","F","C113945",2017,"1","1","panhandle"
"CluIDFG21G_1545","F","C129159",2017,"29","29","salmon"
"CluIDFG21G_1547","F","C119354",2017,"36B","36B",NA
"CluIDFG21G_1555","F","C133747",2018,"1","1","panhandle"
"CluIDFG21G_1556","M","C127064",2017,"36B","36B",NA
"CluIDFG21G_1563","M","C133734",2017,"4","4","panhandle"
"CluIDFG21G_1567","F","C113946",2017,"1","1","panhandle"
"CluIDFG21G_1572","F","C116282",2017,"4","4","panhandle"
"CluIDFG21G_1601","F","C022518",2017,"33","33","southwest"
"CluIDFG21G_1609","M","C101940",2017,"23","23","southwest"
"CluIDFG21G_1616","M","C113940",2017,"1","1","panhandle"
"CluIDFG21G_1617","F","C111207",2017,"12","12","clearwater"
"CluIDFG21G_1623","F","C103946",2017,"62","62","upper_snake"
"CluIDFG21G_1625","M","C111205",2017,"12","12","clearwater"
"CluIDFG21G_1627","M","C131394",2017,"10A","10A",NA
"CluIDFG21G_1632","M","C111206",2017,"12","12","clearwater"
"CluIDFG21G_1639","F","C107551",2017,"15","15","clearwater"
"CluIDFG21G_1641","F","C123496",2017,"15","15","clearwater"
"CluIDFG21G_1642","M","C111203",2017,"12","12","clearwater"
"CluIDFG21G_1649","F","C101948",2018,"25","25","southwest"
"CluIDFG21G_1650","M","C101947",2017,"22","22","southwest"
"CluIDFG21G_1654","F","C108858",2017,"39","39","southwest"
"CluIDFG21G_1655","F","C132610",2017,"36","36","salmon"
"CluIDFG21G_1656","F","C132480",2017,"4A","4A",NA
"CluIDFG21G_1657","F","C110719",2017,"12","12","clearwater"
"CluIDFG21G_1664","F","C116286",2017,"4","4","panhandle"
"CluIDFG21G_1665","F","C117566",2017,"8A","8A",NA
"CluIDFG21G_1679","F","C101901",2018,"19","19","clearwater"
"CluIDFG21G_1686","M","C101951",2018,"18","18","clearwater"
"CluIDFG21G_1687","M","C101959",2018,"24","24","southwest"
"CluIDFG21G_1695","F","C122654",2017,"44","44","magic_valley"
"CluIDFG21G_1701","M","C123140",2018,"36A","36A",NA
"CluIDFG21G_1702","F","C109848",2018,"8A","8A",NA
"CluIDFG21G_1706","F","C113920",2018,"1","1","panhandle"
"CluIDFG21G_1715","M","C111208",2018,"10A","10A",NA
"CluIDFG21G_1718","F","C113913",2018,"1","1","panhandle"
"CluIDFG21G_1719","F","C133002",2017,"32A","32A",NA
"CluIDFG21G_1721","M","C113916",2018,"1","1","panhandle"
"CluIDFG21G_1725","M","C127083",2018,"21A","21A",NA
"CluIDFG21G_1726","F","C113911",2018,"1","1","panhandle"
"CluIDFG21G_1727","M","C113912",2018,"1","1","panhandle"
"CluIDFG21G_1733","F","C127085",2018,"21A","21A",NA
"CluIDFG21G_1734","M","C113910",2018,"1","1","panhandle"
"CluIDFG21G_1737","F","C133055",2018,"39","39","southwest"
"CluIDFG21G_1745","F","C132660",2017,"39","39","southwest"
"CluIDFG21G_1750","M","C113908",2018,"4A","4A",NA
"CluIDFG21G_1752","M","C131644",2018,"10A","10A",NA
"CluIDFG21G_1753","M","C128927",2018,"50","50","upper_snake"
"CluIDFG21G_1755","M","C123500",2018,"14","14","clearwater"
"CluIDFG21G_1788","M","C107237",2018,"19","19","clearwater"
"CluIDFG21G_1789","M","C107240",2018,"19","19","clearwater"
"CluIDFG21G_1797","M","C107238",2018,"19","19","clearwater"
"CluIDFG21G_1798","F","C127087",2018,"29","29","salmon"
"CluIDFG21G_1800","F","C123142",2018,"36B","36B",NA
"CluIDFG21G_1806","F","C127095",2018,"21","21","salmon"
"CluIDFG21G_1812","M","C102360",2018,"33","33","southwest"
"CluIDFG21G_1820","M","C125480",2018,"20","20","clearwater"
"CluIDFG21G_1821","M","C125478",2018,"20","20","clearwater"
"CluIDFG21G_1824","F","C127097",2018,"21","21","salmon"
"CluIDFG21G_1828","F","C127094",2018,"28","28","salmon"
"CluIDFG21G_1072","Male","C081662",2020,"50","50","upper_snake"
"CluIDFG21G_1080","Female","C086441",2020,"15","15","clearwater"
"CluIDFG21G_1088","Male","C086442",2021,"15","15","clearwater"
"CluIDFG21G_1096","Male","C086443",2021,"15","15","clearwater"
"CluIDFG21G_1166","Female","C135313",2021,"1","1","panhandle"
"CluIDFG21G_1174","Female","C135314",2021,"1","1","panhandle"
"CluIDFG21G_1182","Male","C135315",2021,"1","1","panhandle"
"CluIDFG21G_1190","Male","C135316",2021,"1","1","panhandle"
"CluIDFG21G_1260","Female","C142998",2020,"5","5","panhandle"
"CluIDFG21G_1268","Male","C142999",2020,"6","6","panhandle"
"CluIDFG21G_1276","Male","C143000",2020,"6","6","panhandle"
"CluIDFG21G_1284","Male","C143009",2020,"4","4","panhandle"
"CluIDFG21G_1354","Male","C146927",2020,"1","1","panhandle"
"CluIDFG21G_1362","Female","C146930",2020,"4","4","panhandle"
"CluIDFG21G_1370","Male","C146935",2021,"7","7","panhandle"
"CluIDFG21G_1378","Female","C146937",2021,"4","4","panhandle"
"CluIDFG21G_1448","M","C123562",2017,"28","28","salmon"
"CluIDFG21G_1456","M","C123362",2017,"21","21","salmon"
"CluIDFG21G_1472","M","C111012",2017,"16","16","clearwater"
"CluIDFG21G_1544","F","C124688",2017,"7","7","panhandle"
"CluIDFG21G_1552","M","C117538",2017,"23","23","southwest"
"CluIDFG21G_1560","M","C106453",2017,"25","25","southwest"
"CluIDFG21G_1568","M","C132523",2017,"7","7","panhandle"
"CluIDFG21G_1640","F","C127063",2017,"28","28","salmon"
"CluIDFG21G_1648","M","C132497",2017,"4","4","panhandle"
"CluIDFG21G_1656","F","C132480",2017,"4A","4A",NA
"CluIDFG21G_1664","F","C116286",2017,"4","4","panhandle"
"CluIDFG21G_1736","M","C125250",2018,"66A","66A",NA
"CluIDFG21G_1744","M","C131637",2018,"20A","20A",NA
"CluIDFG21G_1752","M","C131644",2018,"10A","10A",NA
"CluIDFG22G_0001_initial_C081663","Male","C081663",2021,"50","50","upper_snake"
"CluIDFG22G_0002_initial_C103955","Female","C103955",2021,"62","62","upper_snake"
"CluIDFG22G_0003_initial_C104000","Female","C104000",2021,"62","62","upper_snake"
"CluIDFG22G_0004_initial_C106001","Female","C106001",2021,"1","1","panhandle"
"CluIDFG22G_0005_initial_C106008","Male","C106008",2021,"1","1","panhandle"
"CluIDFG22G_0006_initial_C112436","Male","C112436",2021,"6","6","panhandle"
"CluIDFG22G_0007_initial_C112437","Male","C112437",2021,"6","6","panhandle"
"CluIDFG22G_0008_initial_C114051","Male","C114051",2021,"6","6","panhandle"
"CluIDFG22G_0009_initial_C114052","Male","C114052",2021,"6","6","panhandle"
"CluIDFG22G_0010_initial_C115253","Male","C115253",2021,"60","60","upper_snake"
"CluIDFG22G_0011_initial_C119758","Female","C119758",2021,"22","22","southwest"
"CluIDFG22G_0012_initial_C120822","Male","C120822",2021,"4","4","panhandle"
"CluIDFG22G_0013_initial_C121895","Male","C121895",2021,"43","43","magic_valley"
"CluIDFG22G_0014_initial_C123147","Female","C123147",2021,"36A","36A",NA
"CluIDFG22G_0015_initial_C123148","Female","C123148",2021,"36A","36A",NA
"CluIDFG22G_0016_initial_C123149","Male","C123149",2021,"36A","36A",NA
"CluIDFG22G_0017_initial_C124632","Male","C124632",2021,"4","4","panhandle"
"CluIDFG22G_0018_initial_C125451","Male","C125451",2021,"36B","36B",NA
"CluIDFG22G_0019_initial_C125792","Male","C125792",2021,"7","7","panhandle"
"CluIDFG22G_0020_initial_C125795","Female","C125795",2021,"6","6","panhandle"
"CluIDFG22G_0021_initial_C125796","Male","C125796",2021,"6","6","panhandle"
"CluIDFG22G_0022_initial_C125797","Female","C125797",2021,"7","7","panhandle"
"CluIDFG22G_0023_initial_C125799","Male","C125799",2021,"6","6","panhandle"
"CluIDFG22G_0024_initial_C125800","Male","C125800",2021,"6","6","panhandle"
"CluIDFG22G_0025_initial_C127163","Male","C127163",2021,"28","28","salmon"
"CluIDFG22G_0026_initial_C127164","Male","C127164",2021,"28","28","salmon"
"CluIDFG22G_0027_initial_C127168","Female","C127168",2021,"36A","36A",NA
"CluIDFG22G_0028_initial_C127171","Female","C127171",2021,"36A","36A",NA
"CluIDFG22G_0029_initial_C127172","Female","C127172",2021,"36B","36B",NA
"CluIDFG22G_0030_initial_C127173","Female","C127173",2021,"36","36","salmon"
"CluIDFG22G_0031_initial_C127195","Male","C127195",2021,"36B","36B",NA
